ID,Type,ContentID,Text,ReaderPreviewPath,LocalizationArea
491302,1,,以林赛为领导，由大总统拨款而成立的研究所，正在秘密地进行人体改造研究。他们将机械植入人体，希望能使人类更加强大。,,9
491401,4,,,,9
491402,1,,放在启海伊洛先生制造的机械人形心口处的卷轴，结合了贤者的卷轴制作技术，为机械人形带来记忆存储以及学习、思考的能力。,,9
491501,4,,,,9
491502,1,,爱丽希雅留给你的、带有特殊标志的金属片。据说金属片上的图案是启海伊洛企业的标志。启海伊洛会将它交给对自己以及启海伊洛企业有恩的人，拿着它找到启海伊洛先生就可以获得丰厚的报酬。,,9
491601,4,,,,9
491602,1,,一代机械人形是启海伊洛先生研究的初代之作，是通过纯粹的机械骨骼放上人工心脏，穿上以化学做成的人工皮肤完成的， 缺点是无法从事复杂的学习工作。代表作是爱丽希雅，当然现在看到的爱丽希雅已经经过了改造。,,9
491701,4,,,,9
491702,1,,二代机械人形是启海伊洛先生研究的二代作品，在一代的基础上结合了贤者的卷轴制作技术，为机械人形加入了记忆卷轴，使其能够像人类一样学习工作。但不稳定的卷轴制作技术与升级版骨骼造成了二代的异常故障，也最终停产。,,9
491801,4,,,,9
491802,1,,三代机械人形是启海伊洛先生与儿子齐尔共同研究的作品。在这一代完美实现了机械骨骼与记忆卷轴的完美融合，可以完全像人类一样学习和工作。目前第三代机械人形已经在启海伊洛学院秘密接受实验，实验通过后即可正式面向市场生产。,,9
491901,4,,,,9
491902,1,,在启海伊洛学院盛行的传说：据说学院内存在着一只可怕的幽灵，看到幽灵的人就被石化。这在启海伊洛学院内引起了不小的恐慌。,,9
492001,4,,,,9
492002,1,,20年前，居住在朱诺的少女希雅，在喜欢的贵族少爷詹姆斯宣布与别人订婚的消息后，落水死亡。之后这件事被判定为希雅因情自杀，但事件存在着很多蹊跷的地方。,,9
492101,4,,,,9
492102,1,,罗希米爱乐家族是朱诺曾经有名的贵族，因为与雷根贝勒企业的商业斗争而败落。,,9
492201,4,,,,9
492202,1,,经共和国情报部成员米契尔的调查发现，启海伊洛先生涉嫌参与希雅落水死亡事件、以及其旗下的启海伊洛企业与雷根贝勒企业存在着非法交易，因此启海伊洛先生被批捕，其旗下的启海伊洛学院也被查封。,,9
492301,4,,,,9
492302,1,,共和国大总统成立的秘密调查机构。组织的建立是因为雷根贝勒的负面新闻频繁出现，大总统意在解开雷根贝勒的恐怖真相。,,9
492401,4,,,,9
492402,1,,启海伊洛先生建立的全封闭式学院，据说启海伊洛先生的初衷是为了回报社会，因此收养了一些孤儿，教导他们学习，并承诺他们毕业后会获得不错的工作。,,9
